posted,neighborhood,post title,number bedrooms,sqft,URL,price,Sauna,bedrooms,longitude,name,latitude,bathrooms_level_two,streetAddress,country,locality,postal,region,housing_type
2023-02-02,Downtown,Fabulous View!  Spacious 1Bed + Solarium + den @ AquariusⅡ,1.0,754.0,https://vancouver.craigslist.org/van/apa/d/vancouver-fabulous-view-spacious-1bed/7585030805.html,2900,False,2.0,-122.893204,Brand new 2 bed 2 bath in the luxurious Park West,49.264669,2.0,198 Aquarius Mews,CA,Vancouver,V6Z2X9,BC,Apartment
2023-02-02,Downtown,"2 elevators, Quartz countertops, Full size stainless steel appliances",2.0,691.0,https://vancouver.craigslist.org/van/apa/d/vancouver-elevators-quartz-countertops/7582114542.html,3800,False,1.0,-123.119735,Fabulous View!  Spacious 1Bed + Solarium + den @ AquariusⅡ,49.274187,1.0,1022 Nelson Street,CA,Vancouver,V6E,BC,Apartment
2023-02-02,Mount Pleasant,Furnished Top Floor 1 Bedroom 1 Bath 488 Kingsway - March 1st,1.0,577.0,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-top-floor-bedroom/7585030341.html,2100,False,2.0,-123.1298,"2 elevators, Quartz countertops, Full size stainless steel appliances",49.2833,1.0,488 Kingsway Street,CA,Vancouver,V5V3C7,BC,Apartment
2023-02-02,Surrey,"Mirrored closet doors, Elevator (in one building), Private balconies",1.0,758.0,https://vancouver.craigslist.org/rds/apa/d/white-rock-mirrored-closet-doors/7582183992.html,2650,False,1.0,-123.083458,Furnished Top Floor 1 Bedroom 1 Bath 488 Kingsway - March 1st,49.253726,1.0,1371 Blackwood Street,CA,White Rock,V4B3W6,BC,Apartment
2023-02-02,Richmond,V7C 0G1  Richmond Center New AC Condo 1 Bedroom +1Parking South Facing,1.0,600.0,https://vancouver.craigslist.org/rch/apa/d/richmond-v7c-0g1-richmond-center-new-ac/7583991640.html,2700,False,1.0,-122.8058,"Mirrored closet doors, Elevator (in one building), Private balconies",49.0259,1.0,,,,,,
2023-02-02,Vancouver,Vancouver Dunbar /16 Av W/Quesnel Dr House 4 Beds with 3 Bathroom,4.0,1050.0,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-dunbar-16-av/7583990167.html,4600,False,,,,,,3520 BLENHEIM STREET,CA,Vancouver,V6L2X9,BC,House
2023-02-02,Mount Pleasant,"Large Bright 1-Bedroom, 2-level False Creek Townhome",1.0,873.0,https://vancouver.craigslist.org/van/apa/d/vancouver-large-bright-bedroom-level/7585029794.html,2750,False,4.0,-123.178542,Vancouver Dunbar /16 Av W/Quesnel Dr House 4 Beds with 3 Bathroom,49.255217,3.0,1355 West 4th Avenue,CA,Vancouver,V6H2T9,BC,Apartment
2023-02-02,West Vancouver,One Bedroom - Ocean view! AVAILABLE NOW- Ambleside Beach Seawall,1.0,750.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-south-one-bedroom-ocean/7585029649.html,2295,False,1.0,-123.135012,"Large Bright 1-Bedroom, 2-level False Creek Townhome",49.266733,1.0,,CA,West Vancouver South,V7V,BC,Apartment
2023-02-02,New Westminster,Beautiful Renovated Spacious 2 bdrm suite,2.0,,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-southwest-beautiful/7585029520.html,0,False,1.0,-123.1912,One Bedroom - Ocean view! AVAILABLE NOW- Ambleside Beach Seawall,49.3397,1.0,,CA,New Westminster Southwest,V3M,BC,House
2023-02-02,Kitsilano,UBC big townhouse for rent，2 bedrooms plus den,2.0,1342.0,https://vancouver.craigslist.org/van/apa/d/vancouver-ubc-big-townhouse-for-rent2/7585029322.html,4950,False,2.0,-122.9384,Beautiful Renovated Spacious 2 bdrm suite,49.1886,1.0,Wesbrook Mall,CA,Vancouver,V6R,BC,House
2023-02-02,Langley,💛🎶 BRAND NEW🎶💛 2Bedrooms2Bathroom2Parking2SecureLockers,2.0,1000.0,https://vancouver.craigslist.org/rds/apa/d/langley-city-brand-new/7585023068.html,2590,False,2.0,-123.1976,UBC big townhouse for rent，2 bedrooms plus den,49.2666,3.0,20360 Langley,CA,Langley City,V3A,BC,Apartment
2023-02-02,Port Moody,"BBQ/Picnic Area, Soaker Tub, Recycling",2.0,910.0,https://vancouver.craigslist.org/pml/apa/d/port-moody-bbq-picnic-area-soaker-tub/7584309904.html,2895,False,2.0,-122.6526,💛🎶 BRAND NEW🎶💛 2Bedrooms2Bathroom2Parking2SecureLockers,49.0997,2.0,3370 Dewdney Trunk Rd.,CA,Port Moody,V3H,BC,Apartment
2023-02-02,Langley,Clayton Heights - Large 1 Bedroom Basement Suite,1.0,900.0,https://vancouver.craigslist.org/rds/apa/d/surrey-northeast-clayton-heights-large/7585028978.html,1500,False,2.0,-122.8626,"BBQ/Picnic Area, Soaker Tub, Recycling",49.3231,2.0,192 Street,CA,Surrey Northeast,V4N,BC,Apartment
2023-02-02,Maple Ridge,Maple Ridge 2 bedroom for rent,2.0,,https://vancouver.craigslist.org/pml/apa/d/maple-ridge-maple-ridge-bedroom-for-rent/7585024602.html,1400,False,1.0,-122.7326,Clayton Heights - Large 1 Bedroom Basement Suite,49.1707,1.0,,CA,Maple Ridge,V2W0A7,BC,House
2023-02-02,Burnaby,Available Now! Brand New 2 Bed 2 Full Bath with big balcony,2.0,835.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-available-now-brand-new-bed/7582603504.html,2500,False,2.0,-122.547952,Maple Ridge 2 bedroom for rent,49.186653,1.0,,CA,Burnaby,V5A0E2,BC,Apartment
2023-02-02,Burnaby,Available Now! - Brand New 2 Bed 2 Bath - AC/Gas Stove/Big Balcony,2.0,765.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-available-now-brand-new-bed/7582623194.html,2995,False,2.0,-122.908849,Available Now! Brand New 2 Bed 2 Full Bath with big balcony,49.279824,2.0,4730 LOUGHEED HWY,CA,Burnaby,V5C4A8,BC,Apartment
2023-02-02,Richmond,"1 Bedroom, 1 bathroom apartment",1.0,800.0,https://vancouver.craigslist.org/rch/apa/d/richmond-bedroom-bathroom-apartment/7585027161.html,1600,False,2.0,-122.996278,Available Now! - Brand New 2 Bed 2 Bath - AC/Gas Stove/Big Balcony,49.265704,2.0,7291 Moffatt Rd,CA,Richmond,V6Y3G9,BC,Apartment
2023-02-02,North Vancouver,"Say no to hotels, AirbnB - furnished suite available short-term",1.0,660.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-say-no-to-hotels-airbnb/7585025686.html,2400,False,1.0,-123.14366,"1 Bedroom, 1 bathroom apartment",49.160701,1.0,,CA,North Vancouver,V7G1L4,BC,Apartment
2023-02-02,Coquitlam,2 Storey Home!  Large Front and Enclosed Back yard with Deck & Views,4.0,,https://vancouver.craigslist.org/pml/apa/d/coquitlam-storey-home-large-front-and/7585025765.html,4500,False,1.0,-122.957042,"Say no to hotels, AirbnB - furnished suite available short-term",49.306845,1.0,,CA,Coquitlam,V3K4X9,BC,House
2023-02-02,Surrey,2 Bredrooms and 1 Bathroom Downstair Suite for Rent,2.0,1380.0,https://vancouver.craigslist.org/rds/apa/d/surrey-bredrooms-and-bathroom-downstair/7576843784.html,2000,False,4.0,-122.8521,2 Storey Home!  Large Front and Enclosed Back yard with Deck & Views,49.2366,3.0,15445 110A Avenue,CA,Surrey,V4N1R1,BC,Apartment
2023-02-02,Whiterock,1Bed 1Bath Fully Furnished,1.0,650.0,https://vancouver.craigslist.org/rds/apa/d/white-rock-1bed-1bath-fully-furnished/7585024988.html,2000,False,2.0,-122.773638,2 Bredrooms and 1 Bathroom Downstair Suite for Rent,49.203157,1.0,,CA,White Rock,V4B3W6,BC,House
2023-02-02,Burnaby,Renovated 1 bedroom,1.0,,https://vancouver.craigslist.org/bnc/apa/d/burnaby-renovated-bedroom/7585024680.html,1600,False,1.0,-122.8058,1Bed 1Bath Fully Furnished,49.0259,1.0,,CA,Burnaby,V5H3G1,BC,Apartment
2023-02-02,Surrey,Surrey Fraser Highway one-bed one-bath ground level of house for rent,1.0,,https://vancouver.craigslist.org/rds/apa/d/surrey-surrey-fraser-highway-one-bed/7582121950.html,1200,False,1.0,-122.9952,Renovated 1 bedroom,49.2302,1.0,,CA,Surrey,V4N0E6,BC,Apartment
2023-02-02,South Burnaby New Westminster Border,"2 Bedroom, 1 Bathroom Basement Suite",2.0,,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-bathroom-basement-suite/7585024218.html,2500,False,1.0,-122.751409,Surrey Fraser Highway one-bed one-bath ground level of house for rent,49.145133,1.0,11th Avenue,CA,Burnaby,V3N,BC,Apartment
2023-02-02,New Westminster,Spacious 1 bedroom/large private patio/in suite laundry,1.0,500.0,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-spacious-bedroom-large/7578236051.html,2265,False,2.0,-122.9301,"2 Bedroom, 1 Bathroom Basement Suite",49.2275,1.0,527 Carnarvon Street,CA,New Westminster,V3L0J4,BC,Apartment
2023-02-02,Coquitlam,1-bed / 1-bath with a large terrace at the LEVO - Unfurnished,1.0,565.0,https://vancouver.craigslist.org/pml/apa/d/coquitlam-bed-bath-with-large-terrace/7581080658.html,2200,False,1.0,-122.908446,Spacious 1 bedroom/large private patio/in suite laundry,49.20454,1.0,2980 atlantic,CA,Coquitlam,V3B7E9,BC,Apartment
2023-02-02,Burnaby,1 bedroom basement suite North Burnaby,1.0,800.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-basement-suite-north/7585016463.html,1800,False,1.0,-122.801617,1-bed / 1-bath with a large terrace at the LEVO - Unfurnished,49.280924,1.0,,CA,Burnaby,V5A,BC,Apartment
2023-02-02,Kitsilano,2BED & 2BATH LUXURY TOWNHOUSE STYLE UNIT WITH MASSIVE DECK IN KITS,2.0,2176.0,https://vancouver.craigslist.org/van/apa/d/vancouver-2bed-2bath-luxury-townhouse/7585021765.html,6250,False,1.0,-122.9369,1 bedroom basement suite North Burnaby,49.264,2.0,3630 West Broadway,CA,Vancouver,V6R2B7,BC,Apartment
2023-02-02,North Vancouver,(ORCA_REF#404-121E)*Bright and Spacious 2 Bed/1Bath unit,2.0,750.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref-ebright-and/7585021732.html,3000,False,2.0,-123.184369,2BED & 2BATH LUXURY TOWNHOUSE STYLE UNIT WITH MASSIVE DECK IN KITS,49.264345,2.0,121 E 12th Street,CA,North Vancouver,V7L2J3,BC,Apartment
2023-02-02,North Vancouver,FURNISHED /VIEW/GARDEN SUITE,2.0,1000.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-furnished-view-garden/7578199628.html,3480,False,2.0,-123.071242,(ORCA_REF#404-121E)*Bright and Spacious 2 Bed/1Bath unit,49.318943,1.0,2788 Panorama,CA,North Vancouver,V7G2A4,BC,Apartment
2023-02-02,North Vancouver,FURNISHED PENTHOUSE condo for rent,1.0,,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-furnished-penthouse/7578191645.html,3999,False,2.0,-122.942247,FURNISHED /VIEW/GARDEN SUITE,49.33252,1.0,4323 Gallant,CA,North Vancouver,V7G1K8,BC,Apartment
2023-02-02,West Vancouver,"VIEW HOME ""WITH A BIG HEART""",4.0,3300.0,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-view-home-with-big-heart/7575730131.html,5500,False,1.0,-122.951584,FURNISHED PENTHOUSE condo for rent,49.326773,1.0,984 Anderson,CA,West Vancouver,V7T1S8,BC,House
2023-02-02,Delta,BRAND NEW with A/C 3 Bed + DEN + 3 Bath Townhouse with Air Condition,3.0,1400.0,https://vancouver.craigslist.org/rds/apa/d/langley-brand-new-with-c-bed-den-bath/7585018686.html,3200,False,4.0,-123.142692,"VIEW HOME ""WITH A BIG HEART""",49.331319,2.0,201 Street,CA,Langley,V2Y2A3,BC,House
