bedrooms,longitude,name,latitude,bathrooms_level_two,streetAddress,country,locality,postal,region,housing_type,links,URL,Sauna
1,-123.069911,1 Bedroom $2100.,49.310335,2.0,West 29th Ave,CA,Vancouver,V6L2R2,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-new-luxury-2bed-2bath-garden/7581322955.html,https://vancouver.craigslist.org/van/apa/d/vancouver-new-luxury-2bed-2bath-garden/7581322955.html,False
1,-123.013900,1 bedroom burnaby bcit,49.248700,1.0,Southwood St.,CA,Burnaby,V5J3T4,BC,House,https://vancouver.craigslist.org/bnc/apa/d/burnaby-fully-furnished-3bed2bath/7573924585.html,https://vancouver.craigslist.org/bnc/apa/d/burnaby-fully-furnished-3bed2bath/7573924585.html,False
2,-123.177004,Character 2 bedroom Top Floor of House @ 7th and Blenheim,49.265913,1.0,,CA,Maple Ridge Northwest,V4R,BC,House,https://vancouver.craigslist.org/pml/apa/d/maple-ridge-northwest-maple-ridge-brand/7584510307.html,https://vancouver.craigslist.org/pml/apa/d/maple-ridge-northwest-maple-ridge-brand/7584510307.html,False
2,-122.996364,Brand New 2 Bedroom 2 Bath @ Concord Brentwood,49.265648,2.0,,CA,West Vancouver,V7S1X3,BC,House,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-west-vancouver-glenmore/7584510115.html,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-west-vancouver-glenmore/7584510115.html,False
1,-122.842984,"1 Bedroom 1 Bath at Park Boulevard, King George Station",49.182489,2.0,,CA,West Vancouver North,V7S,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/west-vancouver-north-west-vancouver/7584507641.html,https://vancouver.craigslist.org/van/apa/d/west-vancouver-north-west-vancouver/7584507641.html,False
2,-123.103631,FURNISHED FALSE CREEK SEAWALL- 2 BED 2 BATH- 2 PARKING-OLYMPIC VILLAGE,49.271543,1.0,,CA,West Vancouver West,V7W,BC,House,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-west-west-vancouver/7584507499.html,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-west-west-vancouver/7584507499.html,False
,,,,1.0,6888 Alderbridge Way,CA,Richmond,V6X0A5,BC,Apartment,https://vancouver.craigslist.org/rch/apa/d/richmond-shared-condo-located-in-the/7584507015.html,https://vancouver.craigslist.org/rch/apa/d/richmond-shared-condo-located-in-the/7584507015.html,False
8,-123.128918,Newly renovated house in Shaughnessy,49.243441,3.0,,CA,West Vancouver,V7T2C2,BC,House,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-mandergroupcom-the/7584503974.html,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-mandergroupcom-the/7584503974.html,False
1,-123.123554,cozy home in Coal Harbour,49.287715,5.0,5311 Goring Street,CA,Burnaby,V5B0A3,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-den-beautiful-spacious-suite-in/7583124647.html,https://vancouver.craigslist.org/bnc/apa/d/burnaby-den-beautiful-spacious-suite-in/7583124647.html,False
4,-122.755300,House for rent in Cloverdale,49.079100,3.0,,CA,West Vancouver,V7W1A6,BC,Apartment,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-mandergroupcom-pied-terre/7584496987.html,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-mandergroupcom-pied-terre/7584496987.html,False
2,-123.040700,Renfrew Collingwood Upper Level 2 Bedroom for Rent,49.239700,1.0,,CA,Maple Ridge,V2X4W2,BC,House,https://vancouver.craigslist.org/pml/apa/d/maple-ridge-bedroom-rancher/7584494866.html,https://vancouver.craigslist.org/pml/apa/d/maple-ridge-bedroom-rancher/7584494866.html,False
1,-122.732600,1 Bedroom Coach House,49.170700,1.0,Mathers,CA,West Vancouver,V7V2G8,BC,House,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-luxury-bedroom-office-35/7574536438.html,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-luxury-bedroom-office-35/7574536438.html,False
1,-123.118490,35 Park West QE Park one bedroom,49.240087,2.0,,CA,Vancouver,V6N,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-4bd-character-spacious-house/7584491517.html,https://vancouver.craigslist.org/van/apa/d/vancouver-4bd-character-spacious-house/7584491517.html,False
2,-122.955594,burnaby north brand new half basement suite 2bd 1ba for rent,49.254944,3.0,,,,,,,https://vancouver.craigslist.org/van/apa/d/vancouver-large-renovated-bedroom/7581773448.html,https://vancouver.craigslist.org/van/apa/d/vancouver-large-renovated-bedroom/7581773448.html,False
1,-123.187487,(MANDERGROUP.COM) Dundarave Landing!,49.336401,3.0,,,,,,,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-mandergroupcom-clean/7584492450.html,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-mandergroupcom-clean/7584492450.html,False
2,-123.123372,Brand NEW 2 Bed 2 Bath with AC in Yaletown,49.276842,2.0,Turnberry,CA,Coquitlam,V3E3N2,BC,House,https://vancouver.craigslist.org/pml/apa/d/coquitlam-two-bedroom/7584488916.html,https://vancouver.craigslist.org/pml/apa/d/coquitlam-two-bedroom/7584488916.html,False
3,-123.123447,Move in Today - Brand New 3 Bed + 2 Bath in Yaletown,49.276828,3.0,Plateau blvd,CA,Coquitlam,V3E2T1,BC,House,https://vancouver.craigslist.org/pml/apa/d/coquitlam-five-bedroom-ground-level/7584488499.html,https://vancouver.craigslist.org/pml/apa/d/coquitlam-five-bedroom-ground-level/7584488499.html,False
2,-123.119478,Luxury FURNISHED Apartment in Yaletown,49.279049,3.0,Marine Drive,CA,White Rock,V4B5J2,BC,House,https://vancouver.craigslist.org/rds/apa/d/white-rock-entire-house-to-rent-bedroom/7579275207.html,https://vancouver.craigslist.org/rds/apa/d/white-rock-entire-house-to-rent-bedroom/7579275207.html,False
1,-123.123307,New Large 1 Bedroom + Flex in Yaletown,49.276877,1.0,,CA,West Vancouver North,V7S,BC,House,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-north-br-traditional/7584484361.html,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-north-br-traditional/7584484361.html,False
1,-123.097900,Beautiful and Bright 1 br condo,49.215600,2.0,3090 E22nd Ave,CA,Vancouver,V5R2E7,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-bdr-and-bath-ground-floor/7584482592.html,https://vancouver.craigslist.org/van/apa/d/vancouver-bdr-and-bath-ground-floor/7584482592.html,False
2,-122.995200,2BR + 2BA  At VITTORIO near Metrotown Burnaby South,49.230200,1.0,,CA,Maple Ridge,V2X2X3,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/maple-ridge-maple-ridge-bedroom-1150/7584479139.html,https://vancouver.craigslist.org/pml/apa/d/maple-ridge-maple-ridge-bedroom-1150/7584479139.html,False
2,-123.123114,Move in Today - Brand New 2 Bed + 2 Bath in Yaletown,49.276877,3.0,1550 Duchess Ave,CA,West Vancouver,V7V1P5,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/west-vancouver-bed-and-bath-ocean-view/7584470653.html,https://vancouver.craigslist.org/van/apa/d/west-vancouver-bed-and-bath-ocean-view/7584470653.html,False
2,-122.755300,2BDRM GROUND LEVEL BSMT,49.079100,2.0,8th Ave,CA,Vancouver,V5Z1K3,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-location-spacious-bd-bath-oak/7584460056.html,https://vancouver.craigslist.org/van/apa/d/vancouver-location-spacious-bd-bath-oak/7584460056.html,False
1,-122.908446,Bright 1Bedroom/in suite laundry/water view/close to Skytrain,49.204540,1.0,"20360 Logan Avenue, Langley,",CA,Langley,V3A4L6,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/langley-genesis-langley-brand-new/7575904716.html,https://vancouver.craigslist.org/rds/apa/d/langley-genesis-langley-brand-new/7575904716.html,False
3,-123.123264,"STUNNING 3 BED at the SHANGRI-LA - 49th F, amazing views, 2 parking",49.285589,2.0,1022 Nelson Street,CA,Vancouver,V6E,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-full-size-stainless-steel/7578574049.html,https://vancouver.craigslist.org/van/apa/d/vancouver-full-size-stainless-steel/7578574049.html,False
4,-123.125980,"STUNNING 4 BED FURN 4.5 BATH HOUSE-pool, dble garage, lrg private lot",49.343153,2.0,,CA,West Vancouver,V7V2K1,BC,House,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-luxury-home-is-renting/7583557425.html,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-luxury-home-is-renting/7583557425.html,False
3,-123.118491,"LUXURIOUS FURNISHED  3 BED TOWNHOUSE- Decadence and Style, gym parking",49.276925,1.0,East 10th,CA,Vancouver,V5T2A3,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-exceptional-bedroom-1100-sq/7584462892.html,https://vancouver.craigslist.org/van/apa/d/vancouver-exceptional-bedroom-1100-sq/7584462892.html,False
1,-123.121000,Premium Luxury Suite With All NEW RENOVATIONS + BRAND NEW APPLIANCES,49.247500,1.0,5033 cambie street,CA,Vancouver,V5Z2K7,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-one-bedroom-den/7581173049.html,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-one-bedroom-den/7581173049.html,False
1,-123.129800,"24 hour on-site professional management, Bike Storage, Social room",49.283300,,12172 Harris Road,CA,Pitt Meadows,V3Y2R8,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/pitt-meadows-large-bright-one-bedroom/7584455579.html,https://vancouver.craigslist.org/pml/apa/d/pitt-meadows-large-bright-one-bedroom/7584455579.html,False
2,-122.995200,Brand new 2 bedroom apartment available now,49.230200,2.0,,CA,Vancouver,V5R,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-garden-view-bedroom-vancouver/7582163436.html,https://vancouver.craigslist.org/van/apa/d/vancouver-garden-view-bedroom-vancouver/7582163436.html,False
4,-122.816139,Beautiful 4BED+3BATH Townhouse in North Surrey,49.193938,2.0,,CA,Vancouver,V5R,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-bright-and-spacious-bedroom/7582164384.html,https://vancouver.craigslist.org/van/apa/d/vancouver-bright-and-spacious-bedroom/7582164384.html,False
5,-123.043000,Fully Furnished 5 bedroom 3  bathroom,49.236300,3.0,,CA,Vancouver,V5W,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-clean-bright-semi-ground-lvl/7584449038.html,https://vancouver.craigslist.org/van/apa/d/vancouver-clean-bright-semi-ground-lvl/7584449038.html,False
3,-122.845400,One Price -Utilities/ Internet/Cable- included,49.189400,3.0,,,,,,,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bachelor-apartment/7584444956.html,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bachelor-apartment/7584444956.html,False
3,-123.250862,(MANDERGROUP.COM) Captivating Views!,49.348308,2.0,401-1255 broughton,CA,Vancouver,V6G2S2,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-west-ends-hatton-manor/7582126117.html,https://vancouver.craigslist.org/van/apa/d/vancouver-west-ends-hatton-manor/7582126117.html,False
3,-123.224051,(MANDERGROUP.COM) WORTH THE COMMUTE!,49.576892,8.0,1030 ottawa ave,CA,West Vancouver,V7S2Y8,BC,House,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-ottawa-avenue-dundarave/7578947469.html,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-ottawa-avenue-dundarave/7578947469.html,False
2,-123.083400,12 waterfront cabins Quadra Is (air BNB?) long negotiable term lease,49.322200,2.0,,CA,North Vancouver,V7L1E4,BC,House,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-furnished-brand-new/7579267448.html,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-furnished-brand-new/7579267448.html,False
2,-122.623600,Brand New! 2 Bedroom Corner Unit  Available March 1st 2023,49.128500,4.0,,CA,North Vancouver,V7L0G1,BC,House,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-furnished-brand-new/7582443818.html,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-furnished-brand-new/7582443818.html,False
2,-122.941137,"Burnaby South 2 Bedroom Basement Suite, Portable Laundry",49.231704,1.0,,CA,North Vancouver,V7L0G1,BC,House,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-garden-suite-bedroom/7582459767.html,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-garden-suite-bedroom/7582459767.html,False
3,-123.121000,Vancouver Fairview  Xlarge Brand New 3 Br / 3 Ba Townhouse,49.247500,1.0,,CA,Port Coquitlam Central,V3B,BC,House,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-coquitlam-1200/7584428688.html,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-coquitlam-1200/7584428688.html,False
2,-122.623600,Brand New! 2 Bedroom Corner Unit  Available March 1st 2023,49.128500,2.0,#17 - 8078 King George Blvd,CA,Surrey Upper West,V3W,BC,House,https://vancouver.craigslist.org/rds/apa/d/surrey-upper-west-home-for-rent-bedroom/7584431797.html,https://vancouver.craigslist.org/rds/apa/d/surrey-upper-west-home-for-rent-bedroom/7584431797.html,False
1,-122.738400,One bedroom one Bathroom,49.316700,4.0,4099 Stolberg St,CA,Richmond,V6X3N6,BC,Apartment,https://vancouver.craigslist.org/rch/apa/d/richmond-furnished-west-cambie-studio/7583720160.html,https://vancouver.craigslist.org/rch/apa/d/richmond-furnished-west-cambie-studio/7583720160.html,False
1,-123.007400,Room for Rent!,49.274000,2.0,,CA,Vancouver,V6E,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-ocean-viewluxury/7584413790.html,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-ocean-viewluxury/7584413790.html,False
2,-123.007400,Amazing Brentwood 2br 2ba Condo with Panoramic city and Mountain View,49.274000,,527 Carnarvon Street,CA,New Westminster,V3L0J4,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-spacious-bedroom-in/7574140366.html,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-spacious-bedroom-in/7574140366.html,False
2,-123.127037,Bright & spacious layout apartment,49.257814,,,CA,Surrey,V3Z0W9,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-bathroom-for-rent-in/7584394240.html,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-bathroom-for-rent-in/7584394240.html,False
1,-122.843800,Brand New 1 bedroom suite available for rent,49.030980,1.0,Lougheed Hwy,CA,Burnaby,V5C6R5,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-amazing-brentwood-bedroomden/7580863613.html,https://vancouver.craigslist.org/bnc/apa/d/burnaby-amazing-brentwood-bedroomden/7580863613.html,False
,,,,3.0,Lougheed Hwy,CA,Burnaby,V5C4A8,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-concord-brentwood-hillside-west/7580672429.html,https://vancouver.craigslist.org/bnc/apa/d/burnaby-concord-brentwood-hillside-west/7580672429.html,False
2,-123.169963,New luxury 2Bed 2Bath Garden Suites,49.245881,2.0,Cambie Street,CA,Vancouver,V6P1X5,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-cambie-gardens-brand-new/7580663839.html,https://vancouver.craigslist.org/van/apa/d/vancouver-cambie-gardens-brand-new/7580663839.html,False
3,-123.008881,Fully Furnished 3Bed2Bath Single House with View,49.213508,3.0,,CA,Vancouver,V5Z2J2,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-cambie-corridor-bedroomden/7580660390.html,https://vancouver.craigslist.org/van/apa/d/vancouver-cambie-corridor-bedroomden/7580660390.html,False
4,-122.516900,Maple Ridge Brand New House Main House For Rent,49.290300,2.0,,CA,Surrey,V3Z0W9,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-bathroom-house-for-rent/7584393498.html,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-bathroom-house-for-rent/7584393498.html,False
4,-123.128414,West Vancouver Glenmore Family home near top school,49.363245,1.0,8567 204 Street,CA,Langley,V1M2M5,BC,House,https://vancouver.craigslist.org/rds/apa/d/langley-langley-brand-new-bedroom/7575335709.html,https://vancouver.craigslist.org/rds/apa/d/langley-langley-brand-new-bedroom/7575335709.html,False
2,-123.186400,West Vancouver Luxury BSMT 2 Bedroom For Rent,49.374500,1.0,E 43rd  Ave,CA,Vancouver,V5W1T8,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-furnished-private/7583721676.html,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-furnished-private/7583721676.html,False
8,-123.262700,West Vancouver Fantastic Ocean Front Mansion  with Private 30ft dock,49.361500,1.0,E 43rd  Ave,CA,Vancouver,V5W1T8,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-furnished-private/7583723139.html,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-furnished-private/7583723139.html,False
2,-123.144737,Shared Condo Located in the Heart of Richmond,49.172197,1.0,,CA,Burnaby,V5G0A8,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-south-burnaby-bedroom-suite/7576777535.html,https://vancouver.craigslist.org/bnc/apa/d/burnaby-south-burnaby-bedroom-suite/7576777535.html,False
5,-123.146546,(MANDERGROUP.COM) The Bright Side!,49.335590,1.0,1212 Howe St.,CA,Vancouver,V6Z2X4,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-avail-mar-fully-furnished/7584390830.html,https://vancouver.craigslist.org/van/apa/d/vancouver-avail-mar-fully-furnished/7584390830.html,False
1,-122.986954,+den - Beautiful & spacious suite in a brand new building Etoile,49.262757,6.0,king rd,CA,Richmond,V7A3W1,BC,House,https://vancouver.craigslist.org/rch/apa/d/richmond-prosprise-realty-2bed-1bath/7573943521.html,https://vancouver.craigslist.org/rch/apa/d/richmond-prosprise-realty-2bed-1bath/7573943521.html,False
1,-123.240112,(MANDERGROUP.COM) Pied A Terre??!,49.344534,1.0,Lansdowne Road,CA,Coquitlam,V3E3A9,BC,House,https://vancouver.craigslist.org/pml/apa/d/coquitlam-prosprise-realty-luxury/7573963771.html,https://vancouver.craigslist.org/pml/apa/d/coquitlam-prosprise-realty-luxury/7573963771.html,False
3,-122.657032,3 Bedroom Rancher,49.232115,1.0,6082 Tyne Street,CA,Vancouver,V5S3L4,BC,House,https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-luxury-bed-bath/7584388645.html,https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-luxury-bed-bath/7584388645.html,False
5,-123.164034,Luxury 5 Bedroom + 1 Office + 3.5 bath,49.337801,1.0,,,,,,,https://vancouver.craigslist.org/rds/apa/d/surrey-studio-in-morgan-creek-grandview/7584385224.html,https://vancouver.craigslist.org/rds/apa/d/surrey-studio-in-morgan-creek-grandview/7584385224.html,False
4,-123.189000,4bd Character spacious house $3800@3355 W 41st Dunbar,49.230200,1.0,450 Westview St.,CA,Coquitlam,V3K6C3,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/coquitlam-1br-den-year-old-high-rise/7584387959.html,https://vancouver.craigslist.org/pml/apa/d/coquitlam-1br-den-year-old-high-rise/7584387959.html,False
,,,,1.0,,CA,Coquitlam,V3J5Y6,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/coquitlam-bedroom-suite-in-new-house/7584387950.html,https://vancouver.craigslist.org/pml/apa/d/coquitlam-bedroom-suite-in-new-house/7584387950.html,False
,,,,1.0,,CA,Burnaby,V5H2W8,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-new-high-rise-beds-metrotown/7584387776.html,https://vancouver.craigslist.org/bnc/apa/d/burnaby-new-high-rise-beds-metrotown/7584387776.html,False
2,-122.797973,2 two bedroom,49.315049,,"4650 Brentwood Blvd, Burnaby",CA,Burnaby,V5C0C8,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-amazing-brentwood-2br2bath-unit/7584387877.html,https://vancouver.craigslist.org/bnc/apa/d/burnaby-amazing-brentwood-2br2bath-unit/7584387877.html,False
5,-122.793396,5 five bedroom ground level,49.300947,1.0,,CA,Burnaby,V5H2J6,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-ac-2bed-2baths-metrotown-new/7584387827.html,https://vancouver.craigslist.org/bnc/apa/d/burnaby-ac-2bed-2baths-metrotown-new/7584387827.html,False
4,-122.783402,"Entire house to rent! 4 bedroom 2 bath, close to beach",49.016573,1.0,beresford,CA,Burnaby,V5J1K4,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-high-rise-2beds-2baths-for-rent/7584387858.html,https://vancouver.craigslist.org/bnc/apa/d/burnaby-high-rise-2beds-2baths-for-rent/7584387858.html,False
4,-123.186400,4 BR traditional Tudor style home in Glenmore,49.374500,3.0,olive,CA,Burnaby,V5H4N8,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/burnaby-spacious-beds-hi-rise-condo-in/7584387804.html,https://vancouver.craigslist.org/van/apa/d/burnaby-spacious-beds-hi-rise-condo-in/7584387804.html,False
3,-123.039397,3 Bdr and 2 Bath - Ground Floor,49.250453,3.0,,CA,Coquitlam,V3J6K6,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/coquitlam-bedroom-suite-in-new-house/7584387740.html,https://vancouver.craigslist.org/pml/apa/d/coquitlam-bedroom-suite-in-new-house/7584387740.html,False
1,-122.604530,Maple Ridge 1 Bedroom $1150.,49.217758,1.0,60 Ave,CA,Langley,V4W1V7,BC,House,https://vancouver.craigslist.org/rds/apa/d/langley-lakefront-beds-single-house-in/7574681472.html,https://vancouver.craigslist.org/rds/apa/d/langley-lakefront-beds-single-house-in/7574681472.html,False
1,-123.157842,1 Bed and Bath OCEAN VIEW (HIGH/F) W/Balcony in West Vancouver,49.329712,2.0,567 Hornby,CA,Vancouver,V6C1N5,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-furnished-luxury-suite/7584387133.html,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-furnished-luxury-suite/7584387133.html,False
1,-123.125153,Location! Spacious 1 bd 1 bath @ Oak & 8th,49.264235,2.0,,CA,Port Coquitlam North,V3E,BC,House,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-north-upper-level-of/7584384297.html,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-north-upper-level-of/7584384297.html,False
1,-122.657752,Genesis Langley - Brand New,49.107814,1.0,,,,,,,https://vancouver.craigslist.org/rds/apa/d/surrey-furnished-studio-central-city/7584386724.html,https://vancouver.craigslist.org/rds/apa/d/surrey-furnished-studio-central-city/7584386724.html,False
2,-123.129800,"Full size stainless steel appliances, Social room, Bike Storage",49.283300,3.0,,CA,Burnaby,V3N,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/burnaby-furnished-available-now-close/7584385818.html,https://vancouver.craigslist.org/rds/apa/d/burnaby-furnished-available-now-close/7584385818.html,False
5,-123.194500,luxury home is renting now in West Vancouver,49.340100,1.0,285 East 10th Avenue,CA,Vancouver,V5T4T6,BC,Apartment,https://vancouver.craigslist.org/van/apa/d/vancouver-new-furnished-condo-short/7580689408.html,https://vancouver.craigslist.org/van/apa/d/vancouver-new-furnished-condo-short/7580689408.html,False
2,-123.092300,Exceptional 2 bedroom 1100 sq ft Mount Pleasant,49.262000,2.0,,CA,Port Coquitlam North,V3E,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-north-upper-level-suite/7584384237.html,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-north-upper-level-suite/7584384237.html,False
1,-123.118114,FURNISHED One bedroom+ den apartment Oakridge/QE Park,49.239718,2.0,"15724 Broome Rd Surrey, BC V4A 5E3 Canada",CA,Surrey Northeast,V4N,BC,House,https://vancouver.craigslist.org/rds/apa/d/surrey-northeast-new-renovated-single/7576761299.html,https://vancouver.craigslist.org/rds/apa/d/surrey-northeast-new-renovated-single/7576761299.html,False
1,-122.689532,Large Bright One Bedroom Apartment,49.244655,1.0,10535 170A ST SURREY V4N 5H8,CA,Surrey,V4N4S5,BC,House,https://vancouver.craigslist.org/bnc/apa/d/surrey-luxury-new-house-bed-35bath/7582791073.html,https://vancouver.craigslist.org/bnc/apa/d/surrey-luxury-new-house-bed-35bath/7582791073.html,False
2,-123.040700,Garden view 2 Bedroom Vancouver Centrally Located,49.239700,1.0,,CA,Port Coquitlam North,V3E,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-north-bachelor-suite-rent/7584384315.html,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-north-bachelor-suite-rent/7584384315.html,False
2,-123.040700,Bright and spacious 2 Bedroom East Vancouver Includes Utilities,49.239700,1.0,,CA,Coquitlam,V3B7L2,BC,Apartment,https://vancouver.craigslist.org/pml/apa/d/coquitlam-beautiful-new-high-rise-unit/7582791364.html,https://vancouver.craigslist.org/pml/apa/d/coquitlam-beautiful-new-high-rise-unit/7582791364.html,False
2,-123.091700,@@ Clean Bright Semi-Ground Lvl 2-Bedroom Suite,49.232700,1.0,,CA,Surrey,V4N4S5,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/surrey-basement-one-bed-one-bath/7582791596.html,https://vancouver.craigslist.org/rds/apa/d/surrey-basement-one-bed-one-bath/7582791596.html,False
,,,,5.0,,CA,Surrey,V3R5A9,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/surrey-newly-renovated-main-floor-two/7583260319.html,https://vancouver.craigslist.org/bnc/apa/d/surrey-newly-renovated-main-floor-two/7583260319.html,False
1,-123.127447,West End's Hatton Manor! Fantastic location! Move in now!,49.289568,1.0,"555 Sydney Ave, Coquitlam, BC V3K 0G5",CA,Coquitlam,V3K6A4,BC,Apartment,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-luxery-new-2bed-2bath-high/7583346536.html,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-luxery-new-2bed-2bath-high/7583346536.html,False
2,-123.142324,"Ottawa Avenue, Dundarave, West Vancouver",49.341678,1.0,,CA,Surrey,V3X0C9,BC,Apartment,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-bath-coach-home-panorama/7584385165.html,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-bath-coach-home-panorama/7584385165.html,False
3,-123.057518,"FURNISHED BRAND NEW BUILT TOWNHOUSE, 3 BDRM, 3 FULL BATH PRIVATE 2 CAR",49.308250,1.0,ross road,CA,North Vancouver,V7J1V3,BC,House,https://vancouver.craigslist.org/van/apa/d/north-vancouver-furnished-3b1bath-main/7584385155.html,https://vancouver.craigslist.org/van/apa/d/north-vancouver-furnished-3b1bath-main/7584385155.html,False
3,-123.057486,"FURNISHED BRAND NEW BUILT TOWNHOUSE, 3 BDRM, 3 FULL BATH PRIVATE 2 CAR",49.308292,1.0,,CA,Delta,V4C5T1,BC,Apartment,https://vancouver.craigslist.org/rch/apa/d/delta-furnished-bedroom-private-suite/7584385055.html,https://vancouver.craigslist.org/rch/apa/d/delta-furnished-bedroom-private-suite/7584385055.html,False
1,-123.057486,GARDEN SUITE 1 BEDROOM,49.308236,1.0,223 Mountain Hwy,CA,North Vancouver,V7J3V5,BC,Apartment,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-insurance-claims/7584384236.html,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-insurance-claims/7584384236.html,False
